artist,album,track,uri
Lil Dicky,Earth,Earth,spotify:track:2S1LebN6AXXQqJolBxlWgO
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Ya No Más,spotify:track:4JmQQuj05sQD6hMfKFzcoR
Quevedo,Némesis,Némesis,spotify:track:4oZxyQXxpYkRJZNNeDa237
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Ya No Estás Tú,spotify:track:6MO2FUsUbrdGktHte1CmVP
Polo G,THE GOAT,Martin & Gina,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ
Kristen Bell,Frozen,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",spotify:track:3IPnBzGRMg6BfViFxxa0Gq
PRETTYMUCH,PRETTYMUCH an EP,"10,000 Hours",spotify:track:1mklEaSnZ6Vl4cHZ6AnnNC
Pop Smoke,Shoot For The Stars Aim For The Moon,What You Know Bout Love,spotify:track:1tkg4EHVoqnhR6iFEXb60y
Corbin Bleu,Disney Channel Playlist,Run It Back Again,spotify:track:0QbXbuhL8O1yqtgasTd07L
Maluma,F.A.M.E.,Cuenta a Saldo,spotify:track:40T4p3DZM0JT3ahOiCau3y
Yámana,Yámana,Ven A Bailar,spotify:track:5zQjeUSdve9t7QTHmZe7fz
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Somos Uno,spotify:track:3ihmhJlxp9US83KtLuYUHy
Árbol,GUAU!,El Fantasma,spotify:track:0N361WhEqVunVl5ZBkfd70
Paulo Londra,Homerun,No Puedo,spotify:track:6MbSMSXrSlvsyHf4kcaLQi
Shawn Mendes,Handwritten,Life Of The Party,spotify:track:2ZNowcE7ehJYEkChoRjSx0
Camila Cabello,Camila,In the Dark,spotify:track:1GO9vCm5Cra5uWGSWQ5mGK
Bizarrap,"John C: Bzrp Music Sessions, Vol. 18","John C: Bzrp Music Sessions, Vol. 18",spotify:track:08ilexedmUuccTWTeK7Dvb
Morat,Balas Perdidas,No Se Va,spotify:track:4khWEpnaijN0G1x019Uzdr
Piso 21,Ubuntu,Así No Se Hace,spotify:track:0JgMNPWXQzSyz0ombE5zqN
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Eres Tú,spotify:track:5MN6TXwzNqYBg3jikXuvAl
Maluma,Felices los 4 (4 Versiones),Felices los 4 - Banda Version,spotify:track:0qFQGSMwgYjG56TWGGqY6E
Matt Hunter,Dicen,Dicen,spotify:track:4cfoVJxpHqUqTvBrG1RTyi
SHAUN,Way Back Home (feat. Conor Maynard),Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk
WOS,PURPURA,PURPURA,spotify:track:0RHazYjaRGLIYPvn6mtRWY
FMK,Aunque Ya No Estés Aquí,Aunque Ya No Estés Aquí,spotify:track:00sAoxFmsbUSU5Cn0RCxlV
DJ Alex,Rebotaa,Rebotaa,spotify:track:5WoOjvYqgek4U25NAjXd6X
Bars and Melody,Covers,One Dance,spotify:track:14LosN7rboWCpN0dpefUyO
Manuel Turizo,Una Lady Como Tú,Una Lady Como Tú,spotify:track:7MHN1aCFtLXjownGhvEQlF
James TW,Chapters,Soldier,spotify:track:00f9VGHfQhAHMCQ2bSjg3D
Agustin Bernasconi,Aliados,Vuelvo,spotify:track:0fgpOkEbkEuu383SOsXc0R
Bruno Mars,24K Magic,24K Magic,spotify:track:2gFvRmQiWg9fN9i74Q0aiw
James Bay,Oh My Messy Mind,Peer Pressure,spotify:track:4RE3vueod5PL48rvHtuu9C
Lauty Gram,La Pistola,La Pistola,spotify:track:4n9tFJoRyzeva7Bgy5sCM7
J Balvin,Vibras,Peligrosa,spotify:track:3Nkqp3NSGWMXVVO08zGpN7
Reik,Indeciso,Indeciso,spotify:track:59s0s39NFWScuHDbHytI14
Ansel Elgort,Home Alone,Home Alone,spotify:track:6tGgoRV2D6BKYuf198Rzns
Manuel Turizo,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,spotify:track:34LI7rwi9H8w2S5KTHnv1M
Camila Cabello,Camila,She Loves Control,spotify:track:5HwnezK198pJCEj1l2Adjy
Dimitri Vegas & Like Mike,Repeat After Me,Repeat After Me,spotify:track:1F9xcExF9W7m5BxTdlJLED
Maluma,Vitamina (feat. Arcángel),Vitamina (feat. Arcángel),spotify:track:5W9oqM9MkYU0DVBic748ZJ
Residente,René,René,spotify:track:6gm12xlADJwiBbHIKBXzGW
Oscu,Numero 1,Numero 1,spotify:track:6HXvazdtAr9hy0kThzxrE3
Queen,News Of The World,We Are The Champions - Remastered 2011,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW
Lil Mosey,Certified Hitmaker,Blueberry Faygo,spotify:track:22LAwLoDA5b4AaGSkg6bKW
Anne-Marie,Our Song,Our Song,spotify:track:5zqObw7wjBgL9TDiAymxPn
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,spotify:track:3IkWmgGsXbsafrunwPojXO
Milky Chance,Blossom,Ego,spotify:track:7JgYCXSih0sY1EnNImzwdH
Homer El Mero Mero,Argentina,Argentina,spotify:track:3vvl9RFAVG43JZhFXKA8G1
Cami,Funeral,Funeral,spotify:track:1ueLYdeuGMAwUiaezLDObD
Anuel AA,Súbelo,Súbelo,spotify:track:3fHEwAssCgM4wJYdjT5Ch0
Sumo,Divididos Por La Felicidad,La Rubia Tarada,spotify:track:0RaRyvHA4z1VWq9BJhA65s
Patrick Doyle,Cinderella,La Valse de L'Amour,spotify:track:265lTG7LmdndgsDAppXAFx
KURT,Los Días Que Vendrán,Los Días Que Vendrán,spotify:track:3TFbQoY4KniRQRWge1hZdk
J Balvin,Vibras,Tu Verdad,spotify:track:2QEiEzGafy58BV4h5FuCUK
Only Fans,Vacaciones (Ferxxo),Vacaciones (Ferxxo),spotify:track:1qlTSeRmvsW3yv0p6Go5oe
j mena,La Cobra,La Cobra,spotify:track:7tAFzqPUa2G7EziujIPP7K
Tom Odell,Long Way Down (Deluxe),Another Love,spotify:track:3JvKfv6T31zO0ini8iNItO
Lauv,Drugs & The Internet,Drugs & The Internet,spotify:track:4SHhui9S7lFYGHXikfneGo
Luisaker,Triple,Triple,spotify:track:1ujrfMVXqjahMOhUkg32un
Lali,Brava,Somos Amantes,spotify:track:451cGmEwgrP4FFuFrIkXJf
Sebastian Yatra,MANTRA,No Hay Nadie Más,spotify:track:3IPJg1sdqLj12kFIndaonN
Zara Larsson,Ruin My Life,Ruin My Life,spotify:track:5Fyjxarrx6ZFrZ2DHte8Z5
Plain White T's,All That We Needed,Hey There Delilah,spotify:track:4RCWB3V8V0dignt99LZ8vH
Alexio,"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]","Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]",spotify:track:6n5hSi8Mdyee0XvsmIffeV
Meghan Trainor,Lips Are Movin,Lips Are Movin,spotify:track:357p2KRTBXeGGw6YfUI1nH
Cristian Castro,Mi Vida Sin Tu Amor,Por Amarte Así,spotify:track:2bvO1KXbUd4vySCWGNqIIa
Michael Jackson,Bad 25th Anniversary,Smooth Criminal - 2012 Remaster,spotify:track:2bCQHF9gdG5BNDVuEIEnNk
The Kid LAROI,F*CK LOVE (SAVAGE),BATHROOM (skit),spotify:track:3cUrfbOtj6VsbyNxQCPXex
Selena Gomez,Revelación - EP,Baila Conmigo (with Rauw Alejandro),spotify:track:079Ey5uxL04AKPQgVQwx5h
LIT killah,MAWZ,Mala Mía,spotify:track:7FfQ2E4LqvwKKOyKXyC2L2
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,SORRY PAPI,spotify:track:5jZ32WOU7sqzDYbzINwMUk
KYLE,iSpy,iSpy,spotify:track:0WjYgf4qH3B0v0HmW61doL
Grace VanderWaal,Just The Beginning,Escape My Mind,spotify:track:0O8YMwF6fUty67k61XN9W7
kidolitx,this is art,this is art - Remix,spotify:track:3qB0RVTAwjViKrmPh1vhYP
Years & Years,Palo Santo,Palo Santo,spotify:track:0fxtkTrjWfcBjxjzLYBcG3
Drake,Scorpion,In My Feelings,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
Xantos,El Rehén,El Rehén,spotify:track:1vJxPaXsZUXqSIBVFgtebF
La Vela Puerca,De Bichos Y Flores,El Viejo,spotify:track:7gKqjNMM4ikt7KFTRsgZgL
Galantis,Tell Me You Love Me,Tell Me You Love Me - Two Can Remix,spotify:track:6i1AaUTVjlcis8yvMgmMHv
Dove Cameron,Descendants 2,You and Me,spotify:track:20o0LkrQlFoyket5tYHGid
Izan Llunas,Luis Miguel La Serie (Soundtrack),Todo el Amor del Mundo,spotify:track:570hntyY2MNgVjGCUcr4nc
MYA,A Escondidas,A Escondidas,spotify:track:0Myz4UuooJeosNmbscdfZZ
Dove Cameron,Descendants 2,"Better Together - From ""Descendants: Wicked World""",spotify:track:21KqA4a0y0XHP3sbp6kXqh
Becky G,Cuando Te Besé,Cuando Te Besé,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy
Coro San José,Los ojos en Él,Vuelve a Darme Vida,spotify:track:12I75SmL3Tx9dxARd7Xm7Z
One Direction,Made In The A.M.,Walking in the Wind,spotify:track:1ZycJRpLOazlLcoFGxGROO
Morat,Balas Perdidas,¿Qué Ganas?,spotify:track:24O1dTyT0zcs4fnQHm6OQB
Ozuna,Aura,Aura,spotify:track:1AVu7Kc2MRrLfOG1RCEf07
Maria Jose Bravo,En Tus Manos Señor,Ave María,spotify:track:0H3RH874oJJjBkJitY9tdT
Noah Kahan,Sink,Sink,spotify:track:3EIaMTBMRM42nbEROLg7cZ
Jeremy Zucker,Motions,Shut Your Mouth,spotify:track:6lY38FkInSA0QVHRb1PiEy
Twenty One Pilots,Vessel,Car Radio,spotify:track:5cbpoIu3YjoOwbBDGUEp3P
NLE Choppa,Cottonwood,Clicc Clacc,spotify:track:1kf1bFBZpcRpfvbay4smTD
Shawn Mendes,Don't Be A Fool,Don't Be A Fool - MTV Unplugged,spotify:track:7MofUorzDR8k0YNLML6FHa
Michael Giacchino,Disney-Pixar All Time Favorites,"The Glory Days - From ""The Incredibles"" / Score",spotify:track:0A5gj8UBspJI5RCuj3YAft
gnash,we,be,spotify:track:3KYqfDbzl6KzbOO4KpBZPR
Rauw Alejandro,Algo Mágico,Algo Mágico,spotify:track:0zlnHTHiBQ68ZCAmTw5ozm
Machine Gun Kelly,Tickets To My Downfall,my ex's best friend (with blackbear),spotify:track:7kDUspsoYfLkWnZR7qwHZl
TINI,Quiero Volver,Like That,spotify:track:7DRQ3I8fPVGPZyLxzZybLN
WOS,ANDRÓMEDA,ANDRÓMEDA,spotify:track:4Pa73QAWSryyKavXNyVbUA
Migrantes,Hoy Volvi a Verte,Hoy Volvi a Verte - Remix,spotify:track:0KvtuCa8aGD8SR39aLLLj5
Benjamín Amadeo,Vida Lejana,Debe Ser,spotify:track:5fg8hkk7TRRjbWMg0Ts8Ee
Daddy Yankee,Barrio Fino (Bonus Track Version),Tu Príncipe,spotify:track:0Q7ZM15J0cJA9rd7pQYdRq
Maluma,F.A.M.E.,La Ex (feat. Jason Derulo),spotify:track:18WYpqbNvkCXHTeyN2WG8l
Why Don't We,8 Letters,Hard,spotify:track:2xj3BQ7AzGTwUWaroRTVCx
Abel Ramos,Hardwell On Air - Best Of January 2018,Revolution Drums,spotify:track:4KAIPLGx1jDA6O4R7gBgGg
j mena,Quien Empezó,Quien Empezó,spotify:track:19S1u14a1mNsryjT7Nb7ri
Sebastian Yatra,MANTRA,Magdalena,spotify:track:2iPmCDGAftj8a64MoJIY5B
El Reja,No Es Tan Fácil Ser el Reja,Soltero Hasta la Tumba,spotify:track:4hRQNf8Fu1riPlMfgANckW
Maluma,"Pretty Boy, Dirty Boy",Vuelo Hacia el Olvido,spotify:track:1Qo5xjflE8O4qz38ju3oSm
Patrick Doyle,Cinderella,Orphaned,spotify:track:38NgLSrPEogyjT6QngqwPu
Shawn Mendes,MTV Unplugged,Patience - MTV Unplugged,spotify:track:6S6B7Tst3Gn7FGfiY0oUH4
Sebastian Yatra,Mood Triste,Vuelve,spotify:track:3WlGIiwbktVcojaI8R0k6x
La Champions Liga,Cumbia villera - La Champions Liga,Solo estas,spotify:track:0nRehRYFkZ4GQZIDQUm58x
Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J
Maggie Lindemann,Pretty Girl,Pretty Girl - Cheat Codes X CADE Remix,spotify:track:1NDxZ7cFAo481dtYWdrUnR
Tiago PZK,Casa De Chapa,Casa De Chapa,spotify:track:6cF2qsUsTxrgR3g9YGHT2u
Mac Miller,The Divine Feminine,Congratulations (feat. Bilal),spotify:track:1OubIZ0ARYCUq5kceYUQiO
Axel,Un Nuevo Sol,Te Voy A Amar,spotify:track:0lAclTF9UMJEfniMYeGi9m
Trueno,La Salamandra,La Salamandra,spotify:track:35onFhFmJUABxV1EfRobbB
La Divaza,Roast Yourself,Roast Yourself,spotify:track:5f1a5e9hXY3ZURhP98Zj5f
Rodrigo,Soy Cordobes,Soy Cordobes,spotify:track:5wG4J1UECH0c42YhMhSkcS
Cabas,Amores Difíciles,Bonita,spotify:track:6HNsJQihjxODgGWQafAJau
Tali,Flow Cabron (feat. Arcangel),Flow Cabron (feat. Arcangel),spotify:track:6qEHDUGCERRYaJYVZsU1AK
Diego Torres,Buena Vida,Hoy Es Domingo (feat. Rubén Blades),spotify:track:1FjQs3ruDo1AdTkcHUcQZU
Camila Cabello,Camila,All These Years,spotify:track:4XLu3tTSZiPFVC9mmuR6Zp
Tommy Torres,3 Minutos,3 Minutos,spotify:track:3JjClKGTdR7yyBkbadZEfE
La Champions Liga,La Champions Liga (Esto se va para arriba),Junto a ti,spotify:track:1whafEdSefWdH3C69TslE6
Patrick Doyle,Cinderella,A New Family,spotify:track:0SQDuQAIXGIabiOod0EiZu
gnash,us,first day of my life (feat. goody grace),spotify:track:0KuV1Lu0SFNGwlfNGPiRqb
Johnny Orlando,Last Summer,Last Summer,spotify:track:2ohnBL9OduX30tQGl3ngvK
The Wanted,Pop Nostalgia,Glad You Came,spotify:track:61kWJ3sqdJE3MYu0Xk9A0l
Maddix,Hardwell On Air - Best Of January 2018,The Underground,spotify:track:7Bm5S0VWHNRVgTtDjC87UX
Ed Sheeran,÷,Shape of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3
Jules LeBlanc,Ordinary Girl,Ordinary Girl,spotify:track:3W1uF2c1vGAkZegtxIL42e
Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,spotify:track:6jEZLz3YpnEBRpVkv35AmP
Tan Bionica,Destinologia,La Melodía de Dios,spotify:track:31xVuaxFElzKPIp6Z9HT5N
Patrick Doyle,Cinderella,Pumpkin Pursuit,spotify:track:0MwCgxtJB7dp5NTzfsFm6U
Bars and Melody,Covers,Shape Of You,spotify:track:1DoYhbmLfecvIlGsb8vu78
Maluma,"Pretty Boy, Dirty Boy",Me Gustas,spotify:track:3ylCAyLobk4Gdf1jTjzVWH
Jay Wheeler,Platonicos,Para Ti,spotify:track:7HxsUpCCSuP71Et8u6Jz5l
21 Savage,SAVAGE MODE II,Mr. Right Now (feat. Drake),spotify:track:4Q34FP1AT7GEl9oLgNtiWj
Zeballos,Viejos Trucos,Viejos Trucos,spotify:track:4jHLFHeuww4uibhRIYpn57
Maluma,Mala Mía,Mala Mía - Remix,spotify:track:6sAwJPgaSQ9Q4XGnbx1gZb
Forever in Your Mind,FIYM,Compass,spotify:track:1uAoMCvUUmhTytnxqDvMnF
WOS,MIRÁ MAMÁ,MIRÁ MAMÁ,spotify:track:3d1wvsZjykpYZxbIPz91Ou
Nfasis,Lento,Lento,spotify:track:2g4mmpGFOaVgnZCqpKQDIU
Fer Palacio,Tragox,Tragox,spotify:track:3KA78983O4H342tEFi4iDH
Reik,Peligro,Te Fuiste de Aquí,spotify:track:0832pFK9N12P1B0nuaUb2Z
Jeremy Zucker,Motions,Keep My Head Afloat,spotify:track:2XbcltKrNtMSdVjaoFYVfO
Bizarrap,YaMeFui,YaMeFui,spotify:track:42ahuAFlYGjIGBpVdHcLij
UB40,The Very Best Of,Red Red Wine,spotify:track:4uOKFydzAejjSFqYbv1XPt
ZAYN,Good Years,Good Years,spotify:track:22pBf2FVR5WYMcZ1ROSINP
Shawn Mendes,If I Can't Have You,If I Can't Have You,spotify:track:6LsAAHotRLMOHfCsSfYCsz
Olivia Rodrigo,drivers license,drivers license,spotify:track:7lPN2DXiMsVn7XUKtOW1CS
Miss Bolivia,Se Quema,Se Quema,spotify:track:3tuTHXHFLKekzy0SJRlQ4h
S Club 7,Pop Nostalgia,Bring It All Back,spotify:track:5a72xRsCcyeds4AQcNlXcH
Rauw Alejandro,El Efecto,El Efecto,spotify:track:4SJHHpKhcuXwDsCsPqshXj
Murcy,Wii Turn Up (Wii Menu Remix),Wii Turn Up (Wii Menu Remix),spotify:track:59OkvZEB9zPsEa6fQL2LlZ
Duki,Chico Estrella,Chico Estrella,spotify:track:1VYaM9VSix6jth7nXiHvo2
La Champions Liga,Primer Tiempo,Besame,spotify:track:6D1e99LA5SFetG87ziSLXN
Elvis Presley,Elvis 30 #1 Hits,Burning Love,spotify:track:7akmE0AToGj8eLidXVWoI6
Shawn Mendes,Shawn Mendes,Lost In Japan,spotify:track:6WBTeFDEfAJbaSUUc1V1xQ
Dean Lewis,A Place We Knew,Half A Man,spotify:track:1ugQtcwmKOXvKAYzhjncmv
Beret,Mirando a la luna (feat. Reik),Mirando a la luna (feat. Reik),spotify:track:3pgruOfc6P6NtTusfwrVga
Piso 21,Piso 21,Tan Sólo en Mi Mente,spotify:track:6Y21uPZXFjf6yxn5BdOLHC
Sabrina Carpenter,Singular Act II,Exhale,spotify:track:6CagMrZXJUdGGIw6Eaepos
Brytiago,High,High,spotify:track:6LfwUHqd9XiRKVbmVXqVd0
Conor Maynard,Covers,Faded,spotify:track:3PfOr0zcqy2aOqHaMxnzbK
Drake,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),spotify:track:2SAqBLGA283SUiwJ3xOUVI
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Ladrona,spotify:track:6uLrjJN8bxQJjR90KgiMol
Maluma,"Pretty Boy, Dirty Boy",Sin Contrato,spotify:track:3yHJs5NmQk2ROAWCfjniXV
SharaX,I'm Blue,I'm Blue - Undertronic Remix,spotify:track:11AlcxKN4quMuXeiGwGRdJ
Alan Gomez,Luck Ra | Mission 15,Luck Ra | Mission 15,spotify:track:6CIMoDfTsvFVGhFi3v9Izn
Lil Nas X,Old Town Road,Old Town Road,spotify:track:53CJANUxooaqGOtdsBTh7O
Gutta100,Home Run,Crank,spotify:track:4eHl7rabnv0D2TVfFq5ykc
Morat,Sobre El Amor Y Sus Efectos Secundarios,Aprender A Quererte,spotify:track:52M5auEmcKuKLJzuwWj5xs
Ramz,Barking,Barking - Stereo Luchs Remix,spotify:track:1S66sTjtEMo5VbDaf4aRIH
TINI,Quiero Volver,Love Is Love,spotify:track:5qwxSsbh72XFRt2zTQVtQ6
HUGEL,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),spotify:track:0gn93i7HJt0calph67R5Wu
Juke Ross,GREY,Keep You Dry,spotify:track:6WpuEHo213DdSH99AT68UK
Residente,Querido Louis (feat. Trooko),Querido Louis (feat. Trooko),spotify:track:5pVXylnrtf2kU8j23zua7j
Ne-Yo,Pop Nostalgia,So Sick,spotify:track:1ocWi8oo0Ni2oDY6Dvsq6Z
DJ Kelo,Se Hace la Que Ni Idea,Se Hace la Que Ni Idea,spotify:track:1feXgXvqOuLQy2HkA3usvo
Kevo DJ,"Marcando Otro Nivel, Vol. 2",Mujer Yo Te Amo,spotify:track:0KmXL1fXVS2vNNuKT0SQO7
froy,sideswipe,sideswipe,spotify:track:5FPPFcKV6g1dGH8hluoRZM
Lauv,~how i'm feeling~,Julia,spotify:track:4Gyo5XZzmZawnpqaRRedKu
Lizzo,Cuz I Love You,Truth Hurts,spotify:track:5qmq61DAAOUaW8AUo8xKhh
El Guachoon,Fiestero Hasta Que Me Muera,Fiestero Hasta Que Me Muera,spotify:track:64KezBDESWoqJEVhabHXXT
Miley Cyrus,Pop Nostalgia,Party In The U.S.A.,spotify:track:1odmvJbNdn9PQPZOQoMlRc
Reik,Des/Amor,Ya Me Enteré (feat. Nicky Jam) - Urban Version,spotify:track:2SSYqDX8KTgy01NlqtUo0F
Piso 21,Piso 21,Como Has Hecho Tú,spotify:track:2AHQBq51AobEmIcKT5W2wl
Maddix,Hardwell On Air - Best Of January 2018,Trabanca,spotify:track:6TltHkyiDz6yahYiaXUdZk
Morat,Balas Perdidas,Cuando El Amor Se Escapa,spotify:track:7ad3XBdqiGoGIuJ836YWr5
Pitbull,I Am Armando (Armando Reloaded),Maldito Alcohol,spotify:track:0wkDejER7XronJnXzY98w4
Kygo,Higher Love,Higher Love,spotify:track:6oJ6le65B3SEqPwMRNXWjY
Jacob Sartorius,Hit Me Back feat. Blackbear,Hit Me Back feat. Blackbear,spotify:track:3glN1vQFIxAOqyQCmmuce2
Noah Kahan,Young Blood,Young Blood,spotify:track:20OrSCxQNhfAtiWtbLn3hf
Koino Yokan,No Es Cuestión de Tiempo,No Es Cuestión de Tiempo,spotify:track:4iyrvVIHo1j07Ye1ahU0V9
Yera,Mejores Amigos,Mejores Amigos,spotify:track:7tQ24skemknA6PPh6gwFi1
Fer Palacio,Comerte Toa,Comerte Toa,spotify:track:0DdZyr5wa5tUrEyXJDYCJ3
WOS,CARAVANA,OKUPA,spotify:track:25NPeIjHjQGvyp4D52Tji2
Majo Cardozo,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Cheerleaders (Llegó la hora),spotify:track:3mRtmUItZhe4OHO5a6H7Bo
Thomas Headon,Nobody Has To Know,Nobody Has To Know,spotify:track:2fQE3IKIgFAuUsuD4rWvjq
Tiësto,House Music 2021,The Business,spotify:track:2HJ2oo9g2rBrdIB5C2B4PQ
Bruno Mars,Doo-Wops & Hooligans,Our First Time,spotify:track:4LjkHlY5qDz0hhFJJH5M7a
Shawn Mendes,Illuminate,No Promises,spotify:track:3gnDoaJUgD9Bblzld77Kcp
Miley Cyrus,The Time Of Our Lives,The Climb,spotify:track:5x5JM1BSB6vollcIzDocqT
TINI,Quiero Volver,Quiero Volver,spotify:track:5NrIX1ozc9LGt19ISgPDIY
Cheat Codes,Highway,Highway,spotify:track:4rhdtzBmrrDxYi35yQDpzF
Bad Gyal,Real G,Real G,spotify:track:6WU2eYUtOL91iROonROPyh
Randy Newman,Disney-Pixar All Time Favorites,We Belong Together,spotify:track:6QWHAk3UM2JCOkgmOYykgq
Agustín Casanova,Bailoteame,Bailoteame,spotify:track:1cAp3wDxs36KqES02TU2EZ
Marshmello,Silence,Silence,spotify:track:7vGuf3Y35N4wmASOKLUVVU
TINI,22,22,spotify:track:07L6tEZIfCX3GZAWCpGj0e
Jules LeBlanc,Photograph,Photograph,spotify:track:01CT2r5NLfYvtJHBFWfsXB
Farruko,La Tóxica,La Tóxica,spotify:track:15OjBeqNX3bShsGYQbteRv
Eladio Carrion,Nota,Nota,spotify:track:2rm9Jixn9sLzTM6PF8u8AH
Benjamín Amadeo,Vida Lejana,Mundos Paralelos,spotify:track:0iIYv7v0ooV5nzx44qkdfh
Shawn Mendes,Illuminate,Honest,spotify:track:5MSBETwEBIMwv5bmWSGmO8
Piso 21,Ubuntu,Adrenalina (feat. Maikel Delacalle),spotify:track:1XOOL9ZGgMOzi1BjY1ZLoD
J Balvin,Vibras,En Mí,spotify:track:2YSi7TDMnNCDzlN8VMH4kt
Chema Rivas,Entre Tú y Yo,Entre Tú y Yo,spotify:track:1nxlRYbM2Ral4im0LExtZY
Bad Bunny,YHLQMDLG,Si Veo a Tu Mamá,spotify:track:41wtwzCZkXwpnakmwJ239F
Piso 21,Piso 21,Ángel Mortal,spotify:track:6TyPFQBu0lYKHUDpX5FN7S
Etham,Before I Lose My Mind,Before I Lose My Mind - Stripped,spotify:track:2UTHTASTtmJXiBUmSIXERT
Conan Gray,Overdrive,Overdrive,spotify:track:3QyoC6OvQUmpQwQZ18iaTs
Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Nicky Jam: Bzrp Music Sessions, Vol. 41",spotify:track:03LfOYi0icz4souspZVVhq
Nessa Barrett,die first,die first,spotify:track:21szgNA72iLwvBxHQLgwBh
Maluma,F.A.M.E.,Corazón (feat. Nego do Borel),spotify:track:5cepAtqnEQ6yVG6088zMMu
Morat,Balas Perdidas,Mi Suerte,spotify:track:2kVtMvrlcK5SRxZvdHgTzn
Juanse Laverde,Como Mirarte,Como Mirarte,spotify:track:6rTPGpRB9jbTo9FPlmR6J7
Trinidad Cardona,Dinero,Dinero,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm
Alexia Bosch,Rebel Soul,Rebel Soul,spotify:track:6osr9NvHszuMCe75vJ2uq6
Maluma,Magia,Farandulera,spotify:track:5Ik0tiwFixQSIkEmRKdHQb
WOS,ARRANCARMELO,ARRANCARMELO,spotify:track:2x8oBuYaObjqHqgGuIUZ0b
VI-EM,Canta,Piel Canela,spotify:track:0aUJQ63XV4zKamEDK9biaE
Camila Cabello,Camila,Something's Gotta Give,spotify:track:7IL3UOlcJ6nmcCMwpnlfcA
Leyla Blue,What A Shame,What A Shame,spotify:track:7FGIEAVXfegxngH9Jg6VwA
Alan Walker,All Falls Down (feat. Juliander),All Falls Down (feat. Juliander),spotify:track:5yFSF6qQA1rcLsQRnBsZgb
Morat,Punto Y Aparte,Punto Y Aparte,spotify:track:6RiV6DnCbfc0b2KbNvumdP
Alex & Sierra,It's About Us,Little Do You Know,spotify:track:1almCHdsfikRPfVB9VrEdT
Benjamín Amadeo,Vida Lejana,Volaré,spotify:track:34mvkVskpYxe7CfkEs3XCY
Bob Dylan,The Freewheelin' Bob Dylan,Blowin' in the Wind,spotify:track:18GiV1BaXzPVYpp9rmOg0E
Brock Ansiolitiko,Anatomía del sentimiento,Pregunta y respuesta,spotify:track:6PZDodrOGSwTAKAYL0tsU0
J Balvin,Vibras,Dónde Estarás,spotify:track:1ZxJkG775oka5RsH3Yuwv3
JP Cooper,Raised Under Grey Skies,All This Love,spotify:track:10unIjOu5Jurco3SDbV4HZ
Charlie Puth,Voicenotes,Patient,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl
Bars and Melody,Covers Part II,Fetish,spotify:track:4gP4mQIosjoqgW33N8XGPI
Shakira,Clandestino,Clandestino,spotify:track:7DrluKkTviBwCc8AV3VGmf
Anuel AA,23 Preguntas,23 Preguntas,spotify:track:5ANkjNH7elrxzggidjnH9v
Radiohead,The Best Of,Creep,spotify:track:1ytTeSRAU6IRo2itVDwtPv
Queen,A Day At The Races,Somebody To Love - Remastered 2011,spotify:track:3vCHmbyOgc6pgwLUWfU4pF
Coro Pascua Joven San Isidro,Alimento que da vida,Vida en abundancia,spotify:track:7oMgpX0X6TnxXdADuAz7Sc
Angela Torres,Simona (Music from the TV Series),Simona va,spotify:track:3AXG0TRkkwDF79RqrHBOIN
5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,spotify:track:1CQ2cMfrmFM1YdfmjENKVE
Harry Styles,Harry Styles,Sweet Creature,spotify:track:5kRPPEWFJIMox5qIkQkiz5
Rodrigo,Rodrigo - El potro,Ocho cuarenta,spotify:track:2wcIn5fYUBBdbuqRRJDWRD
